user_id,n_skills,n_mastered_in_path,pct_wasted
71232,20,18,90.0
71234,4,2,50.0
71235,3,3,100.0
71250,8,7,87.5
71427,3,2,66.66666666666666
71557,6,3,50.0
71564,3,2,66.66666666666666
71740,58,51,87.93103448275862
71807,28,19,67.85714285714286
71809,16,9,56.25
71810,43,35,81.3953488372093
71821,20,7,35.0
71823,9,5,55.55555555555556
71824,26,19,73.07692307692307
71826,39,32,82.05128205128204
71829,21,7,33.33333333333333
71830,47,34,72.3404255319149
71831,57,46,80.7017543859649
71872,45,37,82.22222222222221
71873,39,32,82.05128205128204
71874,8,6,75.0
71876,10,5,50.0
71877,29,16,55.172413793103445
71881,79,73,92.40506329113924
71883,20,16,80.0
71907,33,32,96.96969696969697
71918,17,13,76.47058823529412
72059,37,25,67.56756756756756
72327,12,8,66.66666666666666
72378,35,24,68.57142857142857
72720,2,0,0.0
72880,35,25,71.42857142857143
73100,27,12,44.44444444444444
73604,7,2,28.57142857142857
73684,75,68,90.66666666666666
73685,61,58,95.08196721311475
73962,47,39,82.97872340425532
73963,4,2,50.0
74384,31,24,77.41935483870968
74459,16,12,75.0
74673,41,35,85.36585365853658
74674,11,5,45.45454545454545
74676,25,24,96.0
74678,49,45,91.83673469387756
74698,51,38,74.50980392156863
74704,26,16,61.53846153846154
74964,5,3,60.0
75169,82,79,96.34146341463415
75316,12,6,50.0
75346,3,3,100.0
75361,47,32,68.08510638297872
76033,5,4,80.0
76685,4,2,50.0
76975,6,4,66.66666666666666
76992,5,5,100.0
76998,5,4,80.0
77069,5,0,0.0
77118,4,4,100.0
77402,5,4,80.0
77866,9,6,66.66666666666666
77881,6,2,33.33333333333333
77899,5,3,60.0
77902,17,8,47.05882352941176
77939,8,7,87.5
77942,2,1,50.0
77944,11,10,90.9090909090909
77945,7,4,57.14285714285714
77948,8,7,87.5
77949,5,0,0.0
77954,10,5,50.0
77955,8,5,62.5
77956,8,8,100.0
77957,8,3,37.5
77958,8,5,62.5
77960,7,1,14.285714285714285
77961,2,1,50.0
77962,12,5,41.66666666666667
77963,8,5,62.5
77965,8,8,100.0
